"RespondentId"	"living_situation"	"rent_mo"	"util_mo"	"food_mo"	"transp_mo"	"healthCare_mo"	"household_items_mo"	"take_loans"	"recieve_fin_support"	"provide_fin_support"	"expenditures_exceed_income"	"mental_health_stipend_impact"	"food_insecurity"	"residency_status"	"is_otherRace"	"is_other"	"parental_education"	"Race"	"Sex_Gen"
"490"	96304079	"I live with my spouse/partner."	"I don't spend any money on rent."	"$100-$150"	"$400-$500"	"I don't spend any money on transportation."	"$100-$200"	"$100-$150"	"No"	"No"	"Yes"	"No"	"Once in a while"	"Once in a while"	"Domestic"	"Other"	""	"Master's degree"	NA	"Cisgender woman"
"491"	96304094	"I live with my spouse/partner."	"$500-$700"	"$100-$150"	"$800-$900"	"$300-$400"	"$100-$200"	"$100-$150"	"No"	"No"	"Yes"	"Yes"	"Daily"	"A few times a month"	"Domestic"	""	""	"Associate's degree"	"White"	"Cisgender woman"
"492"	96304098	"I live with my parents/guardians."	"I don't spend any money on rent."	"$100-$150"	"$500-$600"	"More than $400"	"$200-$300"	"More than $200"	"Yes"	"No"	"No"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Associate's degree"	"White"	"Cisgender woman"
"493"	96304123	"I live with my spouse/partner."	"More than $1300"	"$100-$150"	"$400-$500"	"$100-$200"	"$100-$200"	"$50-$100"	"No"	"Yes"	"No"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"494"	96304160	"I live alone."	"$700-$900"	"More than $150"	"Less than $200"	"$200-$300"	"Less than $100"	"Less than $50"	"Yes"	"Yes"	"No"	"Sometimes"	"Daily"	"A few times a month"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"495"	96304194	"I live with my spouse/partner."	"Less than $500"	"More than $150"	"$400-$500"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"No"	"Yes"	"Sometimes"	"A few times a month"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"496"	96304199	"I live with my spouse/partner."	"$500-$700"	"$100-$150"	"$300-$400"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Yes"	"A few times a month"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"497"	96304212	"I live with my spouse/partner."	"$900-$1100"	"More than $150"	"$600-$700"	"$200-$300"	"$100-$200"	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender man"
"498"	96304215	"I live with my spouse/partner."	"$900-$1100"	"$100-$150"	"$700-$800"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"Yes"	"Yes"	"Yes"	"A few times a week"	"Once in a while"	"International"	""	""	"Secondary school education (high school degree)"	"Asian"	"Cisgender woman"
"499"	96304217	"I live with roommates."	"$700-$900"	"$50-$100"	"$200-$300"	"Less than $100"	"$100-$200"	"$50-$100"	"No"	"Yes"	"Yes"	"Yes"	"Daily"	"A few times a week"	"International"	""	""	"Master's degree"	"Black"	"Cisgender woman"
"500"	96304238	"I live alone."	"$700-$900"	"More than $150"	"$200-$300"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Yes"	"Daily"	"Once in a while"	"Domestic"	""	""	"Doctorate degree"	"White"	"Cisgender woman"
"501"	96304247	"I live with roommates."	"$700-$900"	"Less than $50"	"$200-$300"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Sometimes"	"Daily"	"Daily"	"Domestic"	""	""	"Associate's degree"	"White"	"Cisgender woman"
"502"	96304270	"I live alone."	"$1100-$1300"	"$50-$100"	"$400-$500"	"$200-$300"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Yes"	"Once in a while"	"Once in a while"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender man"
"503"	96304321	"I live with roommates."	"I don't spend any money on rent."	"I don't spend any money on utilities."	"Less than $200"	"I don't spend any money on transportation."	"I don't spend any money on health-related fees."	"Less than $50"	"No"	"Yes"	"No"	"Yes"	"Daily"	"A few times a month"	"International"	""	""	"Master's degree"	"Asian"	"Cisgender woman"
"504"	96304339	"I live alone."	"$900-$1100"	"$100-$150"	"$300-$400"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"Sometimes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender man"
"505"	96304416	"I live alone."	"$900-$1100"	"More than $150"	"Less than $200"	"$300-$400"	"$100-$200"	"$50-$100"	"Yes"	"No"	"No"	"Sometimes"	"Once in a while"	"Once in a while"	"Domestic"	""	""	"Associate's degree"	"White"	"Cisgender woman"
"506"	96304421	"I live with roommates."	"$700-$900"	"$50-$100"	"$200-$300"	"$100-$200"	"I don't spend any money on health-related fees."	"$50-$100"	"No"	"No"	"Yes"	"Yes"	"A few times a month"	"A few times a month"	"Domestic"	""	""	"Secondary school education (high school degree)"	"Black"	"Cisgender woman"
"507"	96304482	"I live with roommates."	"Less than $500"	"$50-$100"	"Less than $200"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"508"	96304521	"I live with roommates."	"$500-$700"	"$50-$100"	"$200-$300"	"$200-$300"	"$100-$200"	"$50-$100"	"No"	"No"	"No"	"Yes"	"Daily"	"Once in a while"	"Domestic"	""	""	"Secondary school education (high school degree)"	"Black"	NA
"509"	96304629	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"$900-$1000"	"Less than $100"	"$300-$400"	"$100-$150"	"No"	"No"	"No"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	""	"Doctorate degree"	"White"	"Cisgender woman"
"510"	96304752	"I live with roommates."	"$500-$700"	"$100-$150"	"$200-$300"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"No"	"Never"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender man"
"511"	96304767	"I live with my spouse/partner."	"$900-$1100"	"More than $150"	"$800-$900"	"$100-$200"	"$200-$300"	"$50-$100"	"Yes"	"No"	"No"	"Sometimes"	"A few times a week"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender man"
"512"	96304915	"I live with my parents/guardians."	"I don't spend any money on rent."	"$100-$150"	"Less than $200"	"$100-$200"	"$100-$200"	"$50-$100"	"Yes"	"No"	"No"	"Yes"	"Daily"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"513"	96304924	"I live alone."	"$1100-$1300"	"$100-$150"	"$200-$300"	"$100-$200"	"$100-$200"	"$50-$100"	"Yes"	"No"	"Yes"	"Yes"	"Daily"	"Daily"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"514"	96304980	"I live with roommates."	"$700-$900"	"$50-$100"	"$200-$300"	"$200-$300"	"$100-$200"	"$100-$150"	"Yes"	"No"	"No"	"Yes"	"Daily"	"A few times a month"	"Domestic"	""	""	"Bachelor's degree"	"Black"	"Cisgender woman"
"515"	96304982	"I live with my spouse/partner."	"$700-$900"	"$100-$150"	"$500-$600"	"Less than $100"	"$200-$300"	"$50-$100"	"No"	"Yes"	"Yes"	"Sometimes"	"Daily"	"Never"	"International"	""	""	"Master's degree"	"Asian"	"Cisgender man"
"516"	96305017	"I live with roommates."	"$700-$900"	"$100-$150"	"$200-$300"	"$200-$300"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"Yes"	"A few times a week"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"517"	96305020	"I live alone."	"More than $1300"	"$100-$150"	"$200-$300"	"$100-$200"	"$100-$200"	"$50-$100"	"No"	"Yes"	"No"	"Sometimes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Doctorate degree"	"White"	"Cisgender woman"
"518"	96305025	"I live with roommates."	"$500-$700"	"$50-$100"	"Less than $200"	"I don't spend any money on transportation."	"I don't spend any money on health-related fees."	"Less than $50"	"Yes"	"Yes"	"No"	"Yes"	"A few times a week"	"Once in a while"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender man"
"519"	96305093	"I live alone."	"$900-$1100"	"More than $150"	"$500-$600"	"$100-$200"	"Less than $100"	"$100-$150"	"Yes"	"No"	"No"	"Sometimes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"520"	96305141	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"$200-$300"	"More than $400"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"Black"	NA
"521"	96305149	"I live with roommates."	"$700-$900"	"$100-$150"	"$400-$500"	"$100-$200"	"I don't spend any money on health-related fees."	"$100-$150"	"Yes"	"Yes"	"No"	"Yes"	"A few times a week"	"A few times a month"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender man"
"522"	96305168	"I live alone."	"$700-$900"	"$100-$150"	"$400-$500"	"Less than $100"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Sometimes"	"A few times a month"	"A few times a month"	"International"	""	""	"Associate's degree"	"Asian"	NA
"523"	96305174	"I live with roommates."	"$700-$900"	"More than $150"	"$300-$400"	"$100-$200"	"$100-$200"	"$50-$100"	"No"	"No"	"Yes"	"Sometimes"	"Daily"	"Daily"	"Domestic"	""	""	"Master's degree"	"White"	NA
"524"	96305218	"I live with my spouse/partner."	"$900-$1100"	"More than $150"	"$500-$600"	"$200-$300"	"Less than $100"	"Less than $50"	"Yes"	"No"	"No"	"Sometimes"	"Daily"	"Once in a while"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"525"	96305385	"I live with my spouse/partner."	"I don't spend any money on rent."	"More than $150"	"$600-$700"	"Less than $100"	"Less than $100"	"$50-$100"	"Yes"	"Yes"	"No"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"526"	96305388	"I live with my spouse/partner."	"$1100-$1300"	"More than $150"	"$800-$900"	"More than $400"	"$100-$200"	"$100-$150"	"Yes"	"No"	"No"	"Yes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender man"
"527"	96305473	"I live alone."	"$700-$900"	"$100-$150"	"$200-$300"	"$100-$200"	"$100-$200"	"$50-$100"	"Yes"	"No"	"No"	"Sometimes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"White"	NA
"528"	96305530	"I live alone."	"$700-$900"	"$50-$100"	"$400-$500"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"No"	"Yes"	"Sometimes"	"Daily"	"Once in a while"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender woman"
"529"	96305761	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"$700-$800"	"Less than $100"	"Less than $100"	"Less than $50"	"Yes"	"Yes"	"Yes"	"Sometimes"	"A few times a week"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"530"	96305845	"I live with my spouse/partner."	"$500-$700"	"More than $150"	"$500-$600"	"More than $400"	"Less than $100"	"$150-$200"	"Yes"	"No"	"Yes"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"Black"	"Cisgender woman"
"531"	96306653	"I live alone."	"$900-$1100"	"More than $150"	"$300-$400"	"$300-$400"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"532"	96306815	"I live with my spouse/partner."	"$1100-$1300"	"More than $150"	"$400-$500"	"$200-$300"	"$100-$200"	"$50-$100"	"No"	"No"	"No"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender man"
"533"	96308631	"I live with my spouse/partner."	"$1100-$1300"	"More than $150"	"More than $1000"	"$200-$300"	"Less than $100"	"$50-$100"	"No"	"No"	"No"	"Yes"	"Daily"	"Daily"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"534"	96308670	"I live with roommates."	"$500-$700"	"$50-$100"	"$300-$400"	"$200-$300"	"$100-$200"	"$50-$100"	"Yes"	"Yes"	"No"	"Yes"	"A few times a month"	"Never"	"Domestic"	""	""	"Associate's degree"	"White"	"Cisgender man"
"535"	96308718	"I live alone."	"$1100-$1300"	"$100-$150"	"$500-$600"	"$100-$200"	"$100-$200"	"$50-$100"	"No"	"Yes"	"No"	"Yes"	"A few times a week"	"Once in a while"	"International"	""	""	"Bachelor's degree"	"White"	"Cisgender man"
"536"	96308845	"I live with my spouse/partner."	"$1100-$1300"	"More than $150"	"$300-$400"	"$200-$300"	"$100-$200"	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	""	"Doctorate degree"	"White"	"Cisgender woman"
"537"	96309607	"I live with my spouse/partner."	"$700-$900"	"$100-$150"	"$300-$400"	"More than $400"	"$100-$200"	"$50-$100"	"Yes"	"No"	"No"	"Sometimes"	"A few times a month"	"A few times a month"	"Domestic"	""	"Other"	"Secondary school education (high school degree)"	"Other BIPOC"	NA
"538"	96309661	"I live with roommates."	"$700-$900"	"$100-$150"	"Less than $200"	"$100-$200"	"Less than $100"	"Less than $50"	"Yes"	"No"	"No"	"Yes"	"A few times a month"	"Once in a while"	"Domestic"	""	""	"Bachelor's degree"	"Black"	"Cisgender woman"
"539"	96309893	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"$400-$500"	"$200-$300"	"$200-$300"	"$50-$100"	"No"	"No"	"Yes"	"Yes"	"A few times a month"	"Never"	"Domestic"	""	""	"Primary school education"	"White"	"Cisgender woman"
"540"	96310127	"I live with my spouse/partner."	"$700-$900"	"$100-$150"	"$300-$400"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"Yes"	"Yes"	"Sometimes"	"Once in a while"	"Once in a while"	"Domestic"	""	""	"Doctorate degree"	"White"	"Cisgender woman"
"541"	96310517	"I live with roommates."	"I don't spend any money on rent."	"$100-$150"	"$200-$300"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"No"	"Yes"	"Sometimes"	"A few times a week"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"542"	96310531	"I live alone."	"$1100-$1300"	"More than $150"	"$300-$400"	"$200-$300"	"Less than $100"	"$50-$100"	"Yes"	"Yes"	"No"	"Yes"	"Daily"	"Once in a while"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"543"	96315482	"Other"	"I don't spend any money on rent."	"More than $150"	"$400-$500"	"$100-$200"	"$200-$300"	"More than $200"	"No"	"No"	"Yes"	"Sometimes"	"A few times a week"	"Never"	"Domestic"	""	""	"Primary school education"	"White"	"Cisgender woman"
"544"	96315850	"Other"	"$500-$700"	"I don't spend any money on utilities."	"$200-$300"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"No"	"A few times a month"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"545"	96316078	"I live alone."	"$1100-$1300"	"$50-$100"	"$200-$300"	"$100-$200"	"I don't spend any money on health-related fees."	"Less than $50"	"Yes"	"Yes"	"No"	"Yes"	"Daily"	"A few times a month"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"546"	96316125	"I live with my spouse/partner."	"$900-$1100"	"$100-$150"	"$300-$400"	"$200-$300"	"$200-$300"	"$50-$100"	"Yes"	"No"	"Yes"	"Yes"	"A few times a month"	"Once in a while"	"Domestic"	""	""	"Associate's degree"	"White"	"Cisgender woman"
"547"	96316140	"Other"	"I don't spend any money on rent."	"$100-$150"	"$400-$500"	"$100-$200"	"$100-$200"	"$100-$150"	"No"	"No"	"Yes"	"No"	"A few times a week"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"548"	96316218	"I live with my spouse/partner."	"I don't spend any money on rent."	"More than $150"	"More than $1000"	"More than $400"	"$100-$200"	"More than $200"	"Yes"	"No"	"Yes"	"Sometimes"	"Daily"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	NA
"549"	96316231	"I live with roommates."	"$700-$900"	"$50-$100"	"$200-$300"	"$200-$300"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Sometimes"	"A few times a month"	"Once in a while"	"Domestic"	""	""	"Bachelor's degree"	"Black"	"Cisgender man"
"550"	96316240	"Other"	"More than $1300"	"More than $150"	"$300-$400"	"$100-$200"	"$100-$200"	"$50-$100"	"Yes"	"No"	"Yes"	"Yes"	"Daily"	"Once in a while"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"551"	96316823	"I live alone."	"$900-$1100"	"More than $150"	"$300-$400"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Yes"	"Daily"	"A few times a week"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"552"	96316862	"I live alone."	"$500-$700"	"$100-$150"	"$200-$300"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender man"
"553"	96317615	"I live with roommates."	"$700-$900"	"$50-$100"	"$200-$300"	"$200-$300"	"$100-$200"	"Less than $50"	"Yes"	"Yes"	"No"	"Yes"	"Daily"	"A few times a month"	"Domestic"	""	""	"Bachelor's degree"	"Black"	NA
"554"	96317617	"I live with my spouse/partner."	"$500-$700"	"More than $150"	"$700-$800"	"$200-$300"	"$100-$200"	"$50-$100"	"Yes"	"No"	"Yes"	"Yes"	"A few times a week"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"555"	96317655	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"$300-$400"	"$200-$300"	"Less than $100"	"$100-$150"	"Yes"	"No"	"Yes"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"556"	96317663	"Other"	"More than $1300"	"More than $150"	"$600-$700"	"More than $400"	"Less than $100"	"$50-$100"	"Yes"	"No"	"Yes"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"Black"	"Cisgender woman"
"557"	96317750	"I live with roommates."	"$500-$700"	"$100-$150"	"$200-$300"	"$100-$200"	"Less than $100"	"$50-$100"	"Yes"	"No"	"No"	"Yes"	"A few times a week"	"A few times a month"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender man"
"558"	96317915	"I live alone."	"More than $1300"	"More than $150"	"$200-$300"	"More than $400"	"Less than $100"	"$150-$200"	"Yes"	"No"	"No"	"Sometimes"	"A few times a week"	"A few times a week"	"Domestic"	""	""	"Bachelor's degree"	"Black"	"Cisgender man"
"559"	96318025	"I live with my spouse/partner."	"I don't spend any money on rent."	"More than $150"	"$900-$1000"	"More than $400"	"$300-$400"	"More than $200"	"No"	"No"	"Yes"	"Yes"	"A few times a month"	"Never"	"Domestic"	""	""	"Associate's degree"	"White"	"Cisgender man"
"560"	96318103	"I live alone."	"$900-$1100"	"$100-$150"	"$300-$400"	"$300-$400"	"I don't spend any money on health-related fees."	"Less than $50"	"Yes"	"Yes"	"No"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender man"
"561"	96318233	"I live with roommates."	"$700-$900"	"$100-$150"	"$200-$300"	"$200-$300"	"$200-$300"	"$100-$150"	"Yes"	"No"	"No"	"Sometimes"	"A few times a week"	"A few times a week"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender man"
"562"	96318330	"I live with my spouse/partner."	"$900-$1100"	"More than $150"	"$300-$400"	"$200-$300"	"$100-$200"	"$150-$200"	"No"	"No"	"No"	"Sometimes"	"A few times a month"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"White"	NA
"563"	96318403	"I live with roommates."	"$700-$900"	"$100-$150"	"$600-$700"	"$200-$300"	"$200-$300"	"$50-$100"	"Yes"	"Yes"	"No"	"Yes"	"Daily"	"A few times a week"	"Domestic"	"Other"	""	"Secondary school education (high school degree)"	"Middle Eastern"	"Cisgender woman"
"564"	96318440	"I live with my spouse/partner."	"$900-$1100"	"More than $150"	"$700-$800"	"More than $400"	"$100-$200"	"$100-$150"	"Yes"	"No"	"Yes"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"Black"	NA
"565"	96318491	"I live with roommates."	"$700-$900"	"$50-$100"	"$300-$400"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"Sometimes"	"A few times a week"	"Once in a while"	"International"	""	""	"Doctorate degree"	"White"	"Cisgender man"
"566"	96318868	"I live with my spouse/partner."	"I don't spend any money on rent."	"More than $150"	"$600-$700"	"$300-$400"	"Less than $100"	"$50-$100"	"No"	"No"	""	"No"	"Never"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	NA
"567"	96318914	"I live alone."	"$1100-$1300"	"$50-$100"	"Less than $200"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"Yes"	"Once in a while"	"Never"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender woman"
"568"	96318916	"I live alone."	"$700-$900"	"$50-$100"	"$300-$400"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"No"	"Never"	"Never"	"Domestic"	""	""	"Doctorate degree"	"White"	"Cisgender woman"
"569"	96319063	"I live with roommates."	"$700-$900"	"$50-$100"	"$300-$400"	"$100-$200"	"Less than $100"	"$50-$100"	"Yes"	"Yes"	"No"	"Sometimes"	"Daily"	"A few times a month"	"International"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
