"Program"	"College"	"uni"	"program"	"stipend"	"value"	"year"	"year_in"	"comment"	"mo_12"	"mo_9"	"mo_3"	"fees"	"Uni"	"City"	"metro_area"	"rank"	"living"	"poverty"	"dist"	"dist2"
"Physics"	"Arts and Sciences"	"Duke University"	"Physics"	"36000"	"1.62"	"2020-2021"	"6th and up"	NA	"$36,000"	NA	NA	NA	"Duke University"	"Durham, NC"	"Durham-Chapel Hill, NC"	10	35838.4	12875.2	0	0
"Physics"	"Arts and Sciences"	"Emory University"	"Physics"	"25982"	"1.12"	"2017-2018"	"1st"	NA	"$27,000"	NA	NA	"$1,018"	"Emory University"	"Atlanta, GA"	"Atlanta-Sandy Springs-Roswell, GA"	21	38209.6	12875.2	0	0
"Physics"	"Arts and Sciences"	"Emory University"	"Physics"	"32000"	"1.37"	"2020-2021"	"5th"	NA	"$32,000"	NA	NA	NA	"Emory University"	"Atlanta, GA"	"Atlanta-Sandy Springs-Roswell, GA"	21	38209.6	12875.2	0	0
"Physics"	"Arts and Sciences"	"Emory University"	"Physics"	"31728"	"1.36"	"2021-2022"	"1st"	NA	"$32,728"	NA	NA	"$1,000"	"Emory University"	"Atlanta, GA"	"Atlanta-Sandy Springs-Roswell, GA"	21	38209.6	12875.2	0	0
"Physics"	"Arts and Sciences"	"Florida State University"	"Physics"	"20900"	"0.90"	"2020-2021"	"1st"	"~75% healthcare subsidy for TAs with a 0.5 FTE."	"$20,900"	NA	NA	NA	"Florida State University"	"Tallahassee, FL"	"Tallahassee, FL"	57	32656	12875.2	0	0
"Physics"	"Arts and Sciences"	"Florida State University"	"Physics"	"25550"	"1.10"	"2022-2023"	NA	NA	"$25,550"	NA	NA	NA	"Florida State University"	"Tallahassee, FL"	"Tallahassee, FL"	57	32656	12875.2	0	0
"Physics"	"Arts and Sciences"	"Georgetown University"	"Physics"	"32500"	"1.05"	"2015-2016"	"2nd"	NA	"$32,500"	NA	NA	NA	"Georgetown University"	"Washington, DC"	"Washington-Arlington-Alexandria, DC"	24	45905.6	12875.2	0	0
"Physics"	"Arts and Sciences"	"Georgetown University"	"Physics"	"31500"	"1.02"	"2015-2016"	"1st"	NA	"$31,500"	NA	NA	NA	"Georgetown University"	"Washington, DC"	"Washington-Arlington-Alexandria, DC"	24	45905.6	12875.2	0	0
"Physics"	"Arts and Sciences"	"Georgetown University"	"Physics"	"34500"	"1.12"	"2020-2021"	"1st"	NA	NA	"$29,000"	"$5,500"	NA	"Georgetown University"	"Washington, DC"	"Washington-Arlington-Alexandria, DC"	24	45905.6	12875.2	0	0
"Physics"	"Arts and Sciences"	"Georgetown University"	"Physics"	"39070"	"1.27"	"2020-2021"	"5th"	NA	NA	"$33,150"	"$6,500"	"$580"	"Georgetown University"	"Washington, DC"	"Washington-Arlington-Alexandria, DC"	24	45905.6	12875.2	0	0
"Physics"	"Arts and Sciences"	"Georgia Institute of Technology"	"Physics"	"17800"	"0.85"	"2006-2007"	"6th and up"	NA	"$19,000"	NA	NA	"$1,200"	"Georgia Institute of Technology"	"Atlanta, GA"	"Atlanta-Sandy Springs-Roswell, GA"	29	38209.6	12875.2	0	0
"Physics"	"Arts and Sciences"	"Georgia Institute of Technology"	"Physics"	"19800"	"0.85"	"2015-2016"	"1st"	NA	"$21,000"	NA	NA	"$1,200"	"Georgia Institute of Technology"	"Atlanta, GA"	"Atlanta-Sandy Springs-Roswell, GA"	29	38209.6	12875.2	0	0
"Physics"	"Arts and Sciences"	"Georgia Institute of Technology"	"Physics"	"21160"	"0.91"	"2015-2016"	"1st"	"Required fees are health insurance and student activity fees."	"$24,060"	NA	NA	"$2,900"	"Georgia Institute of Technology"	"Atlanta, GA"	"Atlanta-Sandy Springs-Roswell, GA"	29	38209.6	12875.2	0	0
"Physics"	"Arts and Sciences"	"Georgia Institute of Technology"	"Physics"	"21060"	"0.90"	"2016-2017"	"3rd"	"$4000 fees include insurance and student activity fees, etc."	NA	NA	NA	NA	"Georgia Institute of Technology"	"Atlanta, GA"	"Atlanta-Sandy Springs-Roswell, GA"	29	38209.6	12875.2	0	0
"Physics"	"Arts and Sciences"	"Georgia Institute of Technology"	"Physics"	"22068"	"0.95"	"2017-2018"	"5th"	"Pay is the same regardless of time spent in program. We just had a small pay bump about a year ago <span class=\"\"truncated\"\"> of $1000. Parking pass is an extra $800 per year."	NA	NA	NA	NA	"Georgia Institute of Technology"	"Atlanta, GA"	"Atlanta-Sandy Springs-Roswell, GA"	29	38209.6	12875.2	0	0
"Physics"	"Arts and Sciences"	"Georgia Institute of Technology"	"Physics"	"23500"	"1.01"	"2021-2022"	"5th"	NA	"$27,500"	NA	NA	"$4,000"	"Georgia Institute of Technology"	"Atlanta, GA"	"Atlanta-Sandy Springs-Roswell, GA"	29	38209.6	12875.2	0	0
"Physics"	"Arts and Sciences"	"Georgia Institute of Technology"	"Physics"	"28200"	"1.21"	"2022-2023"	"1st"	NA	"$31,000"	NA	NA	"$2,800"	"Georgia Institute of Technology"	"Atlanta, GA"	"Atlanta-Sandy Springs-Roswell, GA"	29	38209.6	12875.2	0	0
"Physics"	"Arts and Sciences"	"Georgia Institute of Technology"	"Physics"	"34450"	"1.48"	"2022-2023"	"1st"	NA	"$36,550"	NA	NA	"$2,100"	"Georgia Institute of Technology"	"Atlanta, GA"	"Atlanta-Sandy Springs-Roswell, GA"	29	38209.6	12875.2	0	0
"Physics"	"Arts and Sciences"	"Georgia Institute of Technology"	"Physics"	"32550"	"1.40"	"2022-2023"	"1st"	NA	"$36,550"	NA	NA	"$4,000"	"Georgia Institute of Technology"	"Atlanta, GA"	"Atlanta-Sandy Springs-Roswell, GA"	29	38209.6	12875.2	0	0
"Physics"	"Arts and Sciences"	"Harvard University"	"Physics"	"29800"	"1.04"	"2016-2017"	NA	NA	"$29,800"	NA	NA	NA	"Harvard University"	"Cambridge, MA"	"Boston-Cambridge-Newton, MA"	2	46924.8	12875.2	0	0
"Physics"	"Arts and Sciences"	"Harvard University"	"Physics"	"39000"	"1.36"	"2020-2021"	"2nd"	"$1k travel fund, no health insurance premium"	"$39,000"	NA	NA	NA	"Harvard University"	"Cambridge, MA"	"Boston-Cambridge-Newton, MA"	2	46924.8	12875.2	0	0
"Physics"	"Arts and Sciences"	"Harvard University"	"Physics"	"38950"	"1.36"	"2020-2021"	"1st"	NA	"$39,000"	NA	NA	"$50"	"Harvard University"	"Cambridge, MA"	"Boston-Cambridge-Newton, MA"	2	46924.8	12875.2	0	0
"Physics"	"Arts and Sciences"	"Iowa State University"	"Physics"	"24100"	"1.14"	"2018-2019"	"3rd"	NA	"$25,200"	NA	NA	"$1,100"	"Iowa State University"	"Ames, IA"	"Ames, IA"	121	33113.6	12875.2	0	0
"Physics"	"Arts and Sciences"	"Kansas State University"	"Physics"	"18000"	"0.81"	"2016-2017"	NA	NA	"$18,000"	NA	NA	NA	"Kansas State University"	"Manhattan, KS"	"Manhattan, KS"	162	31928	12875.2	0	0
"Physics"	"Arts and Sciences"	"Lehigh university"	"Physics"	"30000"	NA	"2020-2021"	"1st"	NA	"$30,000"	NA	NA	NA	"Lehigh University"	"Bethlehem, PA"	"Allentown-Bethlehem-Easton, PA"	50	34756.8	12875.2	0.0392156862745099	0
"Physics"	"Arts and Sciences"	"Lehigh University"	"Physics"	"28300"	"1.27"	"2016-2017"	NA	NA	"$28,800"	NA	NA	"$500"	"Lehigh University"	"Bethlehem, PA"	"Allentown-Bethlehem-Easton, PA"	50	34756.8	12875.2	0	0
"Physics"	"Arts and Sciences"	"Massachusetts Institute of Technology"	"Physics"	"38844"	"1.39"	"2018-2019"	"3rd"	"$3263/month stipend + health insurance. Every student in department receives Sci. &amp; Eng. TA <span class=\"\"truncated\"\"> (contact) rate annually regardless of funding source (RA/TA/Fellow).</span>"	"$39,156"	NA	NA	"$312"	"Massachusetts Institute of Technology"	"Cambridge, MA"	"Boston-Cambridge-Newton, MA"	3	46924.8	12875.2	0	0
"Physics"	"Arts and Sciences"	"Massachusetts Institute of Technology"	"Physics"	"40331"	"1.44"	"2019-2020"	"4th"	"All students in the department receive the same salary ($3361/month) and the Student Extended <span class=\"\"truncated\"\"> Insurance Plan, regardless of whether they are on RA, TA, internal, or external fellowship (regardless of the fellowship amount). Some external fellowships (e.g. NSF, NDSEG) cover the $340 student life fee, but all other graduate students are required to pay it. The only pay boosts offered are the rare 10% TA position or grading midterms/finals for large classes for at $20/hour. Salary increases for the following year typically begin in June. </span>"	"$40,331"	NA	NA	NA	"Massachusetts Institute of Technology"	"Cambridge, MA"	"Boston-Cambridge-Newton, MA"	3	46924.8	12875.2	0	0
"Physics"	"Arts and Sciences"	"Massachusetts Institute of Technology"	"Physics"	"39991"	"1.43"	"2019-2020"	"2nd"	NA	"$40,331"	NA	NA	"$340"	"Massachusetts Institute of Technology"	"Cambridge, MA"	"Boston-Cambridge-Newton, MA"	3	46924.8	12875.2	0	0
"Physics"	"Arts and Sciences"	"Massachusetts Institute of Technology"	"Physics"	"41133"	"1.47"	"2020-2021"	"5th"	"Stipend change not going into effect until September"	"$41,501"	NA	NA	"$368"	"Massachusetts Institute of Technology"	"Cambridge, MA"	"Boston-Cambridge-Newton, MA"	3	46924.8	12875.2	0	0
"Physics"	"Arts and Sciences"	"Massachusetts Institute of Technology"	"Physics"	"41156"	"1.47"	"2020-2021"	"2nd"	NA	"$41,496"	NA	NA	"$340"	"Massachusetts Institute of Technology"	"Cambridge, MA"	"Boston-Cambridge-Newton, MA"	3	46924.8	12875.2	0	0
"Physics"	"Arts and Sciences"	"Michigan State University"	"Physics"	"24950"	"1.22"	"2016-2017"	"2nd"	NA	"$25,000"	NA	NA	"$50"	"Michigan State University"	"East Lansing, MI"	"Lansing-East Lansing, MI"	84	32552	12875.2	0	0
"Physics"	"Arts and Sciences"	"Morgan State University"	"Physics"	"18000"	"0.70"	"2016-2017"	"1st"	NA	NA	"$18,000"	NA	NA	"Morgan State University"	"Baltimore, MD"	"Baltimore-Columbia-Towson, MD"	NA	36483.2	12875.2	0	0
"Physics"	"Arts and Sciences"	"New Mexico State University"	"Physics"	"13000"	"0.62"	"2017-2018"	"1st"	NA	"$19,000"	NA	NA	"$6,000"	"New Mexico State University"	"Las Cruces, NM"	"Las Cruces, NM"	263	31865.6	12875.2	0	0
"Physics"	"Arts and Sciences"	"New Mexico State University"	"Physics"	"13000"	"0.62"	"2018-2019"	NA	NA	"$19,000"	NA	NA	"$6,000"	"New Mexico State University"	"Las Cruces, NM"	"Las Cruces, NM"	263	31865.6	12875.2	0	0
"Physics"	"Arts and Sciences"	"New Mexico State University"	"Physics"	"17482"	"0.83"	"2022-2023"	"1st"	NA	"$20,444"	NA	NA	"$2,962"	"New Mexico State University"	"Las Cruces, NM"	"Las Cruces, NM"	263	31865.6	12875.2	0	0
"Physics"	"Arts and Sciences"	"New York University"	"Physics"	"38400"	"1.29"	"2017-2018"	"1st"	"MacCracken Fellowship (total: $38400/year)"	NA	"$27,900"	"$10,500"	NA	"New York University"	"New York, NY"	"New York-Newark-Jersey City, NY"	29	47236.8	12875.2	0	0
"Physics"	"Arts and Sciences"	"North Carolina State University"	"Physics"	"23400"	"1.02"	"2021-2022"	"1st"	"Provost Doctoral Fellowship of $26,000 for the full year. Tuition covered but not fees which are <span class=\"\"truncated\"\"> about $1300 a semester. Also received an additional $8,000 in other fellowships, which are one-time payments.</span>"	"$26,000"	NA	NA	"$2,600"	"North Carolina A&T State University"	"Greensboro, NC"	"Greensboro-High Point, NC"	281	33529.6	12875.2	0.0703533026113672	0
"Physics"	"Arts and Sciences"	"North Carolina State University"	"Physics"	"23400"	"1.02"	"2021-2022"	"1st"	NA	"$26,000"	NA	NA	"$2,600"	"North Carolina A&T State University"	"Greensboro, NC"	"Greensboro-High Point, NC"	281	33529.6	12875.2	0.0703533026113672	0
"Physics"	"Arts and Sciences"	"Northeastern University"	"Physics"	"23190"	"0.81"	"2016-2017"	NA	NA	"$23,190"	NA	NA	NA	"Northeastern University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	40	46924.8	12875.2	0	0
"Physics"	"Arts and Sciences"	"Northeastern University"	"Physics"	"39150"	"1.37"	"2018-2019"	"1st"	NA	"$39,150"	NA	NA	NA	"Northeastern University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	40	46924.8	12875.2	0	0
"Physics"	"Arts and Sciences"	"Northeastern University"	"Physics"	"35750"	"1.25"	"2020-2021"	"2nd"	NA	"$36,000"	NA	NA	"$250"	"Northeastern University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	40	46924.8	12875.2	0	0
"Physics"	"Arts and Sciences"	"Northwestern University"	"Physics"	"30800"	"1.27"	"2016-2017"	NA	NA	"$30,800"	NA	NA	NA	"Northeastern University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	40	46924.8	12875.2	0.0289855072463768	0
"Physics"	"Arts and Sciences"	"Northwestern University"	"Physics"	"32500"	"1.34"	"2020-2021"	"3rd"	NA	"$33,000"	NA	NA	"$500"	"Northeastern University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	40	46924.8	12875.2	0.0289855072463768	0
"Physics"	"Arts and Sciences"	"Northwestern University"	"Physics"	"33500"	"1.38"	"2020-2021"	"1st"	NA	"$33,500"	NA	NA	NA	"Northeastern University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	40	46924.8	12875.2	0.0289855072463768	0
"Physics"	"Arts and Sciences"	"Old Dominion University"	"Physics"	"24000"	"0.90"	"2016-2017"	NA	NA	"$24,000"	NA	NA	NA	"Old Dominion University"	"Norfolk, VA"	"Virginia Beach-Norfolk-Newport News, VA"	263	37336	12875.2	0	0
"Physics"	"Arts and Sciences"	"Purdue University - West Lafayette"	"Physics"	"19972"	"0.94"	"2016-2017"	NA	NA	"$19,972"	NA	NA	NA	"Purdue University--West Lafayette"	"West Lafayette, IN"	"Lafayette-West Lafayette, IN"	57	32364.8	12875.2	0.060958853238265	0
"Physics"	"Arts and Sciences"	"Purdue University - West Lafayette"	"Physics"	"19000"	"0.90"	"2020-2021"	"1st"	NA	NA	"$19,000"	NA	NA	"Purdue University--West Lafayette"	"West Lafayette, IN"	"Lafayette-West Lafayette, IN"	57	32364.8	12875.2	0.060958853238265	0
"Physics"	"Arts and Sciences"	"Purdue University - West Lafayette"	"Physics"	"22800"	"1.08"	"2021-2022"	"1st"	"New student, hoping to get a decently paid RA soon."	NA	"$21,000"	"$3,000"	"$1,200"	"Purdue University--West Lafayette"	"West Lafayette, IN"	"Lafayette-West Lafayette, IN"	57	32364.8	12875.2	0.060958853238265	0
"Physics"	"Arts and Sciences"	"Purdue University - West Lafayette"	"Physics"	"19665"	"0.93"	"2021-2022"	"1st"	NA	NA	"$20,650"	NA	"$985"	"Purdue University--West Lafayette"	"West Lafayette, IN"	"Lafayette-West Lafayette, IN"	57	32364.8	12875.2	0.060958853238265	0
"Physics"	"Arts and Sciences"	"Purdue University - West Lafayette"	"Physics"	"20686"	"0.98"	"2022-2023"	"1st"	NA	NA	"$20,960"	NA	"$274"	"Purdue University--West Lafayette"	"West Lafayette, IN"	"Lafayette-West Lafayette, IN"	57	32364.8	12875.2	0.060958853238265	0
"Physics"	"Arts and Sciences"	"Rensselaer Polytechnic Institute"	"Physics"	"22500"	"0.99"	"2015-2016"	"4th"	NA	NA	"$18,000"	"$6,000"	"$1,500"	"Rensselaer Polytechnic Institute"	"Troy, NY"	"Albany-Schenectady-Troy, NY"	50	36441.6	12875.2	0	0
"Physics"	"Arts and Sciences"	"Rice University"	"Physics"	"30500"	"1.40"	"2016-2017"	NA	NA	"$30,500"	NA	NA	NA	"Rice University"	"Houston, TX"	"Houston-The Woodlands-Sugar Land, TX"	17	34091.2	12875.2	0	0
"Physics"	"Arts and Sciences"	"Rice University"	"Physics"	"31600"	"1.45"	"2019-2020"	"1st"	NA	"$31,600"	NA	NA	NA	"Rice University"	"Houston, TX"	"Houston-The Woodlands-Sugar Land, TX"	17	34091.2	12875.2	0	0
"Physics"	"Arts and Sciences"	"Rice University"	"Physics"	"31600"	"1.45"	"2019-2020"	"1st"	NA	"$31,600"	NA	NA	NA	"Rice University"	"Houston, TX"	"Houston-The Woodlands-Sugar Land, TX"	17	34091.2	12875.2	0	0
"Physics"	"Arts and Sciences"	"Rice University"	"Physics"	"33000"	"1.51"	"2022-2023"	"1st"	NA	"$33,000"	NA	NA	NA	"Rice University"	"Houston, TX"	"Houston-The Woodlands-Sugar Land, TX"	17	34091.2	12875.2	0	0
"Physics"	"Arts and Sciences"	"Rice University"	"Physics"	"35000"	"1.60"	"2020-2021"	"1st"	NA	"$35,000"	NA	NA	NA	"Rice University"	"Houston, TX"	"Houston-The Woodlands-Sugar Land, TX"	17	34091.2	12875.2	0	0
"Physics"	"Arts and Sciences"	"Syracuse University"	"Physics"	"22000"	"1.03"	"2018-2019"	"2nd"	NA	"$22,000"	NA	NA	NA	"Syracuse University"	"Syracuse, NY"	"Syracuse, NY"	54	34028.8	12875.2	0	0
"Physics"	"Arts and Sciences"	"Syracuse University"	"Physics"	"26030"	"1.22"	"2022-2023"	"1st"	NA	"$26,530"	NA	NA	"$500"	"Syracuse University"	"Syracuse, NY"	"Syracuse, NY"	54	34028.8	12875.2	0	0
"Physics"	"Arts and Sciences"	"Syracuse University"	"Physics"	"23897"	"1.12"	"2022-2023"	"1st"	NA	"$27,326"	NA	NA	"$3,429"	"Syracuse University"	"Syracuse, NY"	"Syracuse, NY"	54	34028.8	12875.2	0	0
"Physics"	"Arts and Sciences"	"Temple University"	"Physics"	"20085"	"0.83"	"2016-2017"	NA	"Summer pay is around 2k/month"	NA	"$18,285"	"$2,000"	"$200"	"Temple University"	"Philadelphia, PA"	"Philadelphia-Camden-Wilmington, PA"	104	36108.8	12875.2	0	0
"Physics"	"Arts and Sciences"	"Temple University"	"Physics"	"25800"	"1.07"	"2016-2017"	"2nd"	NA	NA	"$18,000"	"$9,000"	"$1,200"	"Temple University"	"Philadelphia, PA"	"Philadelphia-Camden-Wilmington, PA"	104	36108.8	12875.2	0	0
"Physics"	"Arts and Sciences"	"Temple University"	"Physics"	"25674"	"1.06"	"2018-2019"	NA	NA	"$26,000"	NA	NA	"$326"	"Temple University"	"Philadelphia, PA"	"Philadelphia-Camden-Wilmington, PA"	104	36108.8	12875.2	0	0
"Physics"	"Arts and Sciences"	"Temple University"	"Physics"	"28980"	"1.20"	"2019-2020"	"1st"	"University fellowship"	"$30,000"	NA	NA	"$1,020"	"Temple University"	"Philadelphia, PA"	"Philadelphia-Camden-Wilmington, PA"	104	36108.8	12875.2	0	0
"Physics"	"Arts and Sciences"	"The Catholic University of America"	"Physics"	"21000"	"0.68"	"2016-2017"	"1st"	"Research Assistantship ($1750/month)"	"$21,000"	NA	NA	NA	"The Catholic University of America"	"Washington, DC"	"Washington-Arlington-Alexandria, DC"	139	45905.6	12875.2	0	0
"Physics"	"Arts and Sciences"	"The Catholic University of America"	"Physics"	"26750"	"0.87"	"2020-2021"	"4th"	NA	"$27,000"	NA	NA	"$250"	"The Catholic University of America"	"Washington, DC"	"Washington-Arlington-Alexandria, DC"	139	45905.6	12875.2	0	0
"Physics"	"Arts and Sciences"	"University of Alabama"	"Physics"	"24996"	"1.19"	"2017-2018"	"1st"	NA	"$24,996"	NA	NA	NA	"University of Alabama"	"Tuscaloosa, AL"	"Tuscaloosa, AL"	153	32760	12875.2	0	0
"Physics"	"Arts and Sciences"	"University of Alabama"	"Physics"	"22999"	"1.09"	"2017-2018"	"1st"	NA	NA	"$18,999"	"$4,000"	NA	"University of Alabama"	"Tuscaloosa, AL"	"Tuscaloosa, AL"	153	32760	12875.2	0	0
"Physics"	"Arts and Sciences"	"University of Alabama - Birmingham"	"Physics"	"24000"	"1.11"	"2016-2017"	NA	NA	"$24,000"	NA	NA	NA	"University of Alabama--Birmingham"	"Birmingham, AL"	"Birmingham-Hoover, AL"	166	35547.2	12875.2	0.029708853238265	0
"Physics"	"Arts and Sciences"	"University of Arizona"	"Physics"	"18400"	"0.89"	"2021-2022"	"1st"	NA	NA	"$18,400"	NA	NA	"University of Arizona"	"Tucson, AZ"	"Tucson, AZ"	117	32156.8	12875.2	0	0
"Physics"	"Arts and Sciences"	"University of California - Los Angeles"	"Physics"	"28000"	"1.08"	"2020-2021"	NA	NA	"$28,000"	NA	NA	NA	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	20	44969.6	12875.2	0.04970101680628	0
"Physics"	"Arts and Sciences"	"University of California - Merced"	"Physics"	"27000"	"1.30"	"2016-2017"	NA	NA	"$27,000"	NA	NA	NA	"University of California--Merced"	"Merced, CA"	"Merced, CA"	104	33342.4	12875.2	0.0306186868686869	0
"Physics"	"Arts and Sciences"	"University of California - Riverside"	"Physics"	"20051"	"0.83"	"2016-2017"	NA	NA	"$20,051"	NA	NA	NA	"University of California--Riverside"	"Riverside, CA"	"Riverside-San Bernardino-Ontario, CA"	91	37648	12875.2	0.0280423280423281	0
"Physics"	"Arts and Sciences"	"University of California - Riverside"	"Physics"	"26552"	"1.10"	"2018-2019"	"1st"	NA	"$27,536"	NA	NA	"$984"	"University of California--Riverside"	"Riverside, CA"	"Riverside-San Bernardino-Ontario, CA"	91	37648	12875.2	0.0280423280423281	0
"Physics"	"Arts and Sciences"	"University of California - Riverside"	"Physics"	"29700"	"1.23"	"2021-2022"	"1st"	NA	"$29,700"	NA	NA	NA	"University of California--Riverside"	"Riverside, CA"	"Riverside-San Bernardino-Ontario, CA"	91	37648	12875.2	0.0280423280423281	0
"Physics"	"Arts and Sciences"	"University of California - Santa Barbara"	"Physics"	"26748"	"1.02"	"2015-2016"	"1st"	"$18k base as a 50% TA, $5k fellowship, RA would earn an additional $4k"	NA	"$23,538"	"$3,210"	NA	"University of California--Santa Barbara"	"Santa Barbara, CA"	"Santa Maria-Santa Barbara, CA"	34	50502.4	12875.2	0.0559154295996402	0
"Physics"	"Arts and Sciences"	"University of California - Santa Barbara"	"Physics"	"34000"	"1.29"	"2018-2019"	"6th and up"	NA	"$34,000"	NA	NA	NA	"University of California--Santa Barbara"	"Santa Barbara, CA"	"Santa Maria-Santa Barbara, CA"	34	50502.4	12875.2	0.0559154295996402	0
"Physics"	"Arts and Sciences"	"University of California - Santa Barbara"	"Physics"	"38348"	"1.46"	"2021-2022"	"1st"	"This is the offer as a GSR as a TA it would total 33,000 for the year. Also included is a $2463 <span class=\"\"truncated\"\"> academic year fellowship stipend. Becoming a GSR seemed easy in my department.</span>"	NA	"$29,377"	"$8,971"	NA	"University of California--Santa Barbara"	"Santa Barbara, CA"	"Santa Maria-Santa Barbara, CA"	34	50502.4	12875.2	0.0559154295996402	0
"Physics"	"Arts and Sciences"	"University of California - Santa Barbara"	"Physics"	"36000"	"1.37"	"2022-2023"	"1st"	"36k TA"	NA	NA	NA	NA	"University of California--Santa Barbara"	"Santa Barbara, CA"	"Santa Maria-Santa Barbara, CA"	34	50502.4	12875.2	0.0559154295996402	0
"Physics"	"Arts and Sciences"	"University of California - Santa Barbara"	"Physics"	"39928"	"1.52"	"2022-2023"	"5th"	NA	"$39,928"	NA	NA	NA	"University of California--Santa Barbara"	"Santa Barbara, CA"	"Santa Maria-Santa Barbara, CA"	34	50502.4	12875.2	0.0559154295996402	0
"Physics"	"Arts and Sciences"	"University of California - Santa Cruz"	"Physics"	"20051"	"0.74"	"2016-2017"	NA	NA	"$20,051"	NA	NA	NA	"University of California--Santa Cruz"	"Santa Cruz, CA"	"Santa Cruz-Watsonville, CA"	84	54579.2	12875.2	0.0606106106106106	0
"Physics"	"Arts and Sciences"	"University of California Merced"	"Physics"	"28624"	NA	"2020-2021"	NA	"As a foreign national citizen, this funding offer includes full coverage each semester of in-state <span class=\"\"truncated\"\"> tuition, student services fees, student health insurance plan fees, in addition to dental, vision and wellness benefits. You will also receive full coverage of Non-Resident Supplemental Tuition (NRST) for up to six semesters prior to advancement to candidacy. After advancement to candidacy, NRST will be waived for up to six semesters. Final determination of residency status is made by the Office of the Registrar after review of residency documentation."	NA	NA	NA	NA	"University of California--Merced"	"Merced, CA"	"Merced, CA"	104	33342.4	12875.2	0.0315860215053764	0
